GEOID,total_pop,total_crimes,crime_rate,violent_crimes,violent_rate,property_crimes,property_rate,other_crimes,other_rate,low_population,rate_reliable
42101019700,6778,15663,231085.8660371791,2011,29669.519032162876,3339,49262.319268220715,10313,152154.0277367955,False,True
42101019800,6631,13191,198929.27160307646,1924,29015.231488463276,2653,40009.048408988085,8614,129904.99170562509,False,True
42101019900,4811,12332,256329.24547911037,1530,31802.120141342755,2484,51631.67740594471,8318,172895.4479318229,False,True
42101020000,1420,7414,522112.676056338,867,61056.33802816901,3050,214788.7323943662,3497,246267.6056338028,False,True
42101020101,3196,15394,481664.5807259074,1946,60888.61076345432,4926,154130.16270337923,8522,266645.80725907383,False,True
42101020102,3508,12118,345438.9965792474,1601,45638.54047890536,2569,73232.61117445839,7948,226567.84492588372,False,True
42101020200,4529,14918,329388.385957165,1901,41973.945683373815,3824,84433.6498123206,9193,202980.79046147052,False,True
42101020300,3207,17588,548425.3196133458,2480,77330.83879014655,4417,137729.96570003117,10691,333364.51512316806,False,True
42101020400,3127,10629,339910.45730732335,1477,47233.770386952354,2385,76271.18644067796,6767,216405.50047969297,False,True
42101020500,2210,9934,449502.2624434389,1064,48144.7963800905,2528,114389.1402714932,6342,286968.3257918552,False,True
42101020600,1770,2444,138079.09604519774,142,8022.598870056497,1328,75028.24858757062,974,55028.24858757062,False,True
42101020701,4130,4386,106198.54721549638,281,6803.874092009684,1952,47263.92251815981,2153,52130.75060532688,False,True
42101020702,1781,2606,146322.2908478383,124,6962.380685008422,1377,77316.11454239191,1105,62043.79562043796,False,True
42101020800,2432,1604,65953.94736842105,75,3083.8815789473683,850,34950.65789473684,679,27919.407894736843,False,True
42101020900,3058,3127,102256.37671680836,154,5035.971223021583,1368,44735.1209941138,1605,52485.28449967299,False,True
42101021000,5401,7080,131086.8357711535,336,6221.070172190335,3007,55674.87502314387,3737,69190.8905758193,False,True
42101021100,2419,2425,100248.03637866888,152,6283.58825961141,858,35469.20214964861,1415,58495.24596940885,False,True
42101021200,2683,4918,183302.27357435707,257,9578.829668281775,1844,68729.03466269102,2817,104994.40924338427,False,True
42101021300,3319,3625,109219.64447122627,208,6266.947875866224,1367,41187.10454956312,2050,61765.592045796926,False,True
42101021400,3779,5520,146070.38899179676,297,7859.222016406457,2328,61603.59883567081,2895,76607.5681397195,False,True
42101021500,3903,3760,96336.15167819626,145,3715.0909556751217,1563,40046.11837048424,2052,52574.94235203689,False,True
42101021600,2394,2479,103550.54302422724,121,5054.3024227234755,1011,42230.576441102756,1347,56265.66416040101,False,True
42101021700,5943,7184,120881.70957428908,348,5855.62847046946,2559,43059.061080262494,4277,71967.02002355712,False,True
42101021800,5032,2263,44972.17806041335,99,1967.408585055644,993,19733.704292527822,1171,23271.06518282989,False,True
42101021900,1445,1355,93771.62629757787,58,4013.8408304498266,430,29757.78546712803,867,60000.0,False,True
42101022000,1474,952,64586.16010854816,28,1899.5929443690638,354,24016.282225237446,570,38670.28493894166,False,True
42101023100,1286,877,68195.9564541213,12,933.1259720062209,579,45023.328149300156,286,22239.502332814933,False,True
42101023500,1358,680,50073.63770250368,19,1399.116347569956,413,30412.371134020617,248,18262.150220913107,False,True
42101023600,2344,2495,106441.97952218431,171,7295.221843003414,1150,49061.43344709898,1174,50085.324232081904,False,True
42101023700,4669,5366,114928.25016063396,363,7774.684086528165,2274,48704.21931891197,2729,58449.34675519383,False,True
42101023800,4744,6702,141273.18718381113,466,9822.934232715008,2559,53941.821247892076,3677,77508.43170320406,False,True
42101023900,1594,1977,124027.60351317441,114,7151.819322459222,982,61606.0225846926,881,55269.761606022585,False,True
42101024000,3667,7920,215980.36542132535,751,20479.956367602943,3186,86883.01063539679,3983,108617.39841832561,False,True
42101024100,1415,7674,542332.1554770318,696,49187.27915194346,3475,245583.03886925796,3503,247561.8374558304,False,True
42101024200,4077,10135,248589.6492519009,1199,29408.87907775325,2788,68383.61540348295,6148,150797.1547706647,False,True
42101024300,4020,5727,142462.6865671642,558,13880.597014925372,2071,51517.41293532338,3098,77064.67661691541,False,True
42101024400,3453,6945,201129.4526498697,854,24732.116999710397,1556,45062.26469736461,4535,131335.07095279466,False,True
42101024500,4344,14108,324769.7974217311,1575,36256.90607734807,3254,74907.91896869245,9279,213604.97237569062,False,True
42101024600,2722,14613,536847.9059515063,1548,56869.94856722998,3284,120646.58339456283,9781,359331.37398971344,False,True
42101024700,3798,14202,373933.64928909956,1427,37572.4065297525,3608,94997.36703528173,9167,241363.8757240653,False,True
42101024800,2360,6423,272161.0169491525,628,26610.169491525427,1433,60720.338983050846,4362,184830.50847457626,False,True
42101024900,2529,8164,322815.3420324239,949,37524.713325425066,1544,61051.79913009094,5671,224238.82957690785,False,True
42101025200,8502,14440,169842.39002587626,1471,17301.811338508585,3652,42954.59891790167,9317,109585.97976946601,False,True
42101025300,4968,7932,159661.83574879228,799,16082.9307568438,1743,35084.54106280193,5390,108494.36392914654,False,True
42101025400,4410,4355,98752.83446712018,360,8163.265306122448,1443,32721.088435374153,2552,57868.48072562358,False,True
42101025500,2775,3461,124720.72072072071,266,9585.585585585586,1420,51171.17117117117,1775,63963.963963963964,False,True
42101025600,2817,2954,104863.32978345758,187,6638.267660631877,1328,47142.35001774938,1439,51082.71210507632,False,True
42101025700,3997,3089,77282.96222166625,170,4253.189892419315,1573,39354.515886915186,1346,33675.256442331745,False,True
42101025800,1789,1950,108999.44102850754,179,10005.58971492454,640,35774.17551704863,1131,63219.67579653438,False,True
42101025900,4400,5148,117000.0,503,11431.818181818182,1607,36522.72727272727,3038,69045.45454545454,False,True
42101026000,3206,3628,113162.81971303806,333,10386.774797255146,888,27698.066126013728,2407,75077.97878976919,False,True
42101026100,3263,3757,115139.4422310757,391,11982.837879252222,1114,34140.36163040147,2252,69016.24272142201,False,True
42101026200,3792,4064,107172.99578059072,381,10047.468354430379,1066,28111.81434599156,2617,69013.71308016877,False,True
42101026301,3772,3949,104692.47083775185,385,10206.786850477201,906,24019.088016967125,2658,70466.59597030754,False,True
42101026302,4629,9374,202505.94080794987,1001,21624.54093756751,2561,55325.1242168935,5812,125556.27565348888,False,True
42101026400,5728,8838,154294.69273743016,885,15450.418994413409,2107,36784.21787709497,5846,102060.0558659218,False,True
42101026500,5217,7466,143109.06651332183,832,15947.862756373395,1791,34330.07475560667,4843,92831.12900134177,False,True
42101026600,6645,9997,150443.94281414596,1110,16704.28893905192,2854,42949.58615500376,6033,90790.0677200903,False,True
42101026700,7298,10931,149780.76185256234,1303,17854.20663195396,2470,33844.88901068786,7158,98081.66620992053,False,True
42101026800,4408,7299,165585.2994555354,845,19169.691470054444,2510,56941.92377495463,3944,89473.68421052632,False,True
42101026900,2268,2987,131701.94003527338,314,13844.797178130511,1185,52248.677248677246,1488,65608.4656084656,False,True
42101027000,2668,3472,130134.93253373314,347,13005.99700149925,1294,48500.7496251874,1831,68628.18590704649,False,True
42101027100,2786,2469,88621.67982770997,294,10552.763819095477,804,28858.578607322328,1371,49210.33740129218,False,True
42101027200,4746,4676,98525.07374631269,450,9481.668773704172,1682,35440.370838600924,2544,53603.03413400759,False,True
42101027300,5598,9310,166309.39621293318,1084,19364.058592354413,3224,57591.99714183637,5002,89353.34047874241,False,True
42101027401,2798,5290,189063.61686919228,717,25625.44674767691,1308,46747.67691208005,3265,116690.49320943531,False,True
42101027402,7739,8164,105491.66558986949,980,12663.13477193436,1893,24460.52461558341,5291,68368.00620235172,False,True
42101027500,4801,9246,192584.87815038534,1111,23141.012289106435,2556,53238.90856071651,5579,116204.95730056237,False,True
42101027600,4347,8480,195077.06464228203,987,22705.314009661837,2450,56360.708534621575,5043,116011.04209799862,False,True
42101027700,4935,10346,209645.390070922,1152,23343.465045592704,2126,43080.040526849036,7068,143221.88449848024,False,True
42101027800,4473,19199,429219.76302257995,1854,41448.6921529175,3822,85446.00938967137,13523,302325.06147999107,False,True
42101027901,3806,7119,187046.76826064108,832,21860.22070415134,1504,39516.5528113505,4783,125669.99474513925,False,True
42101027902,4557,5521,121154.26815887644,608,13342.111037963572,1722,37788.01843317972,3191,70024.13868773317,False,True
42101028000,4132,11401,275919.65150048403,1464,35430.78412391094,2176,52662.1490803485,7761,187826.7182962246,False,True
42101028100,4738,10516,221950.18995356694,1371,28936.26002532714,2665,56247.361756015205,6480,136766.56817222456,False,True
42101028200,4484,15156,338001.7841213203,1740,38804.63871543265,4335,96677.0740410348,9081,202520.0713648528,False,True
42101028300,7386,14879,201448.68670457622,1838,24884.91741131871,3071,41578.66233414568,9970,134985.10695911184,False,True
42101028400,3598,7695,213868.81600889383,1001,27821.011673151752,1713,47609.78321289605,4981,138438.02112284602,False,True
42101028500,2877,7332,254848.8008342023,993,34515.11991657977,1672,58116.0931525895,4667,162217.587765033,False,True
42101028600,6515,13171,202164.2363775902,1642,25203.376822716804,3090,47429.00997697621,8439,129531.84957789716,False,True
42101028700,2784,8244,296120.6896551724,1122,40301.724137931036,2854,102514.36781609195,4268,153304.5977011494,False,True
42101028800,5001,11371,227374.525094981,1568,31353.72925414917,3053,61047.79044191162,6750,134973.0053989202,False,True
42101028901,4578,8651,188968.98208824816,1023,22346.00262123198,2677,58475.31673219747,4951,108147.6627348187,False,True
42101028902,6906,9591,138879.235447437,1235,17883.000289603242,2781,40269.331016507385,5575,80726.90414132638,False,True
42101029000,8010,8061,100636.7041198502,1065,13295.880149812734,2736,34157.30337078652,4260,53183.520599250936,False,True
42101029100,4824,12656,262354.89220563846,1484,30762.852404643447,4896,101492.53731343284,6276,130099.50248756219,False,True
42101029200,4881,7449,152612.1696373694,861,17639.827904118007,3026,61995.49272690022,3562,72976.84900635116,False,True
42101029300,3048,12531,411122.0472440944,1526,50065.61679790026,3504,114960.62992125984,7501,246095.80052493437,False,True
42101029400,3811,7318,192023.09105221726,915,24009.44633954343,2358,61873.52400944634,4045,106140.1207032275,False,True
42101029800,5303,12457,234904.77088440506,1307,24646.426551008863,5177,97623.98642277956,5973,112634.35791061663,False,True
42101029900,4531,9571,211233.7232399029,1276,28161.55374089605,2223,49062.01721474288,6072,134010.15228426395,False,True
42101030000,7376,27265,369644.7939262473,3358,45526.03036876356,5313,72030.91106290671,18594,252087.852494577,False,True
42101030100,6225,13637,219068.27309236946,1777,28546.18473895582,3498,56192.77108433734,8362,134329.3172690763,False,True
42101030200,8835,26272,297362.76174306736,2967,33582.34295415959,5528,62569.32654216185,17777,201211.09224674592,False,True
42101030501,5348,5469,102262.52804786837,528,9872.84966342558,1775,33189.97756170531,3166,59199.70082273747,False,True
42101030502,7702,10256,133160.2181251623,981,12736.951441184108,2776,36042.58634121007,6499,84380.68034276812,False,True
42101030600,6851,8952,130667.05590424757,744,10859.72850678733,3375,49262.881331192526,4833,70544.4460662677,False,True
42101030700,4421,5497,124338.38498077358,339,7667.948427957476,2476,56005.428636055185,2682,60665.007916760915,False,True
42101030800,5727,4013,70071.59071066877,297,5185.961236249345,1557,27187.00890518596,2159,37698.620569233455,False,True
42101030900,4753,6477,136271.82831895645,590,12413.212707763518,2511,52829.79171049863,3376,71028.82390069429,False,True
42101031000,7529,10032,133244.78682427944,908,12060.03453313853,3134,41625.71390622925,5990,79559.03838491168,False,True
42101031101,4967,7659,154197.70485202337,842,16951.88242399839,2164,43567.54580229515,4653,93678.27662572982,False,True
42101031102,4709,9075,192716.07559991506,920,19537.056699936293,2621,55659.37566362284,5534,117519.64323635591,False,True
42101031200,5146,4104,79751.26311698406,378,7345.511076564322,1303,25320.63738826273,2423,47085.11465215702,False,True
42101031300,7692,9975,129680.1872074883,929,12077.483099323972,3001,39014.5605824233,6045,78588.14352574103,False,True
42101031401,7691,9042,117565.98621765699,987,12833.18164087895,2794,36328.175789884284,5261,68404.62878689378,False,True
42101031402,6158,4597,74650.86066904839,417,6771.679116596298,1410,22897.0444949659,2770,44982.1370574862,False,True
42101031501,7134,7779,109041.2111017662,694,9728.062797869357,2937,41169.04962153069,4148,58144.09868236613,False,True
42101031502,3758,6916,184034.06067056945,535,14236.295902075572,2740,72911.12293773284,3641,96886.64183076104,False,True
42101031600,6553,11795,179993.8959255303,925,14115.672211200977,5388,82221.88310697391,5482,83656.3406073554,False,True
42101031700,5200,9655,185673.07692307694,845,16250.0,2834,54500.00000000001,5976,114923.07692307692,False,True
42101031800,4305,6544,152009.29152148662,769,17862.95005807201,2183,50708.47851335656,3592,83437.86295005807,False,True
42101031900,5562,8072,145127.65192376843,793,14257.461344839987,2851,51258.540093491545,4428,79611.6504854369,False,True
42101032000,7941,9735,122591.61314695881,886,11157.284976703186,3624,45636.56970154892,5225,65797.75846870671,False,True
42101032100,3686,8060,218665.21975040695,855,23195.876288659794,2510,68095.49647314161,4695,127373.84698860554,False,True
42101032300,3809,8011,210317.66867944342,825,21659.228143869783,2880,75610.39642950906,4306,113048.0441060646,False,True
42101032500,5943,13341,224482.5845532559,1351,22732.626619552415,4193,70553.59246171967,7797,131196.36547198385,False,True
42101032600,7862,9356,119002.79827016027,823,10468.074281353345,3223,40994.65784787586,5310,67540.06614093107,False,True
42101032900,3695,7337,198565.6292286874,620,16779.431664411368,2911,78782.13802435723,3806,103004.0595399188,False,True
42101033000,9169,12217,133242.4473770313,1281,13970.989202748391,4073,44421.42000218126,6863,74850.03817210165,False,True
42101033101,5476,8667,158272.46165084004,876,15997.078159240322,2813,51369.612856099346,4978,90905.77063550036,False,True
42101033102,3849,5803,150766.43283969862,553,14367.368147570796,1949,50636.52896856327,3301,85762.53572356456,False,True
42101033200,2951,7268,246289.3934259573,669,22670.281260589632,1756,59505.25245679431,4843,164113.85970857338,False,True
42101033300,3985,4235,106273.52572145546,333,8356.336260978669,1736,43563.3626097867,2166,54353.82685069009,False,True
42101033400,5551,13724,247234.7324806341,753,13565.123401188976,8252,148657.8994775716,4719,85011.70960187353,False,True
42101033500,3801,10327,271691.66008945013,793,20862.93080768219,4292,112917.65324914496,5242,137911.076032623,False,True
42101033600,7028,7561,107583.94991462721,497,7071.713147410359,3201,45546.385885031304,3863,54965.85088218554,False,True
42101033701,7661,5338,69677.58778227385,327,4268.372275159901,2490,32502.28429708915,2521,32906.931210024806,False,True
42101033702,4359,4427,101559.9908235834,222,5092.911218169304,1908,43771.50722642808,2297,52695.57237898601,False,True
42101033800,6858,9066,132195.97550306213,690,10061.24234470691,2868,41819.77252843395,5508,80314.96062992126,False,True
42101033900,2893,3812,131766.33252678878,186,6429.312132734186,1850,63947.45938472174,1776,61389.56100933287,False,True
42101034000,3055,1426,46677.57774140753,61,1996.7266775777416,566,18527.004909983632,799,26153.846153846156,False,True
42101034100,5310,7071,133163.8418079096,337,6346.516007532957,2540,47834.27495291902,4194,78983.05084745762,False,True
42101034200,3648,1799,49314.692982456145,59,1617.324561403509,794,21765.35087719298,946,25932.01754385965,False,True
42101034400,8083,4473,55338.36446863788,173,2140.294445131758,1816,22466.905851787702,2484,30731.16417171842,False,True
42101034501,4852,1911,39385.820280296786,105,2164.056059356966,890,18342.95136026381,916,18878.812860676007,False,True
42101034502,5427,4686,86346.04754007739,261,4809.286898839138,1940,35747.189976045694,2485,45789.57066519256,False,True
42101034600,2617,7697,294115.39931218955,521,19908.291937332822,4062,155215.89606419564,3114,118991.21131066106,False,True
42101034701,7314,4751,64957.61553185672,292,3992.343450916051,1736,23735.302160240633,2723,37229.96992070003,False,True
42101034702,3493,2529,72401.94675064414,154,4408.817635270541,981,28084.740910392215,1394,39908.38820498139,False,True
42101034801,4739,5283,111479.21502426673,343,7237.81388478582,2342,49419.708799324755,2598,54821.69234015615,False,True
42101034802,5765,3793,65793.58196010407,239,4145.70685169124,1339,23226.366001734605,2215,38421.50910667823,False,True
42101034803,3854,3961,102776.33627400105,220,5708.354955889985,1636,42449.40321743643,2105,54618.57810067462,False,True
42101034900,4959,8028,161887.47731397458,613,12361.363178060094,3325,67049.80842911877,4090,82476.30570679573,False,True
42101035100,4040,2559,63341.58415841584,120,2970.29702970297,921,22797.029702970296,1518,37574.25742574257,False,True
42101035200,4733,2430,51341.64377773083,85,1795.9011197971688,1032,21804.35241918445,1313,27741.39023874921,False,True
42101035301,5487,4985,90851.10260616001,291,5303.444505194095,1722,31383.26954620011,2972,54164.38855476581,False,True
42101035302,4569,3483,76231.122783979,153,3348.65397242285,1501,32851.82753337711,1829,40030.64127817903,False,True
42101035500,7717,8063,104483.60761954128,407,5274.0702345471045,3508,45458.07956459764,4148,53751.45782039653,False,True
42101035601,5221,2821,54031.794675349556,112,2145.1829151503543,1253,23999.23386324459,1456,27887.377896954607,False,True
42101035602,3602,1557,43225.98556357579,49,1360.35535813437,620,17212.659633536925,888,24652.970571904498,False,True
42101035701,4758,4045,85014.7120638924,315,6620.428751576292,1239,26040.35308953342,2491,52353.930222782685,False,True
42101035702,4330,2636,60877.59815242494,131,3025.40415704388,917,21177.82909930716,1588,36674.3648960739,False,True
42101035800,6652,3902,58659.049909801564,236,3547.8051713770296,1411,21211.665664461816,2255,33899.57907396272,False,True
42101035900,5352,4661,87088.93871449925,240,4484.304932735426,2038,38079.22272047833,2383,44525.4110612855,False,True
42101036000,3512,6029,171668.56492027335,280,7972.665148063782,3638,103587.6993166287,2111,60108.20045558086,False,True
42101036100,3978,3784,95123.17747611865,241,6058.3207642031175,1429,35922.57415786828,2114,53142.28255404726,False,True
42101036201,5195,5034,96900.86621751684,278,5351.299326275265,1603,30856.592877767085,3153,60692.9740134745,False,True
42101036202,6171,4776,77394.26349052017,246,3986.3879436071948,1684,27288.932101766328,2846,46118.94344514665,False,True
42101036203,4827,3421,70872.17733581935,194,4019.0594572198056,1037,21483.32297493267,2190,45369.79490366687,False,True
42101036301,4351,11382,261595.03562399448,433,9951.735233279705,7427,170696.3916341071,3522,80946.90875660768,False,True
42101036302,3607,2672,74078.18131411144,183,5073.468256168561,772,21402.827834765732,1717,47601.88522317715,False,True
42101036303,6609,5284,79951.58117718263,303,4584.6572855197455,1483,22439.098199425025,3498,52927.825692237864,False,True
42101036400,999,2248,225025.025025025,73,7307.307307307307,994,99499.4994994995,1181,118218.2182182182,False,True
42101036501,4799,4382,91310.68972702646,283,5897.061887893311,1720,35840.800166701396,2379,49572.827672431755,False,True
42101036502,4341,2437,56139.138447362355,75,1727.7125086385624,1052,24234.047454503572,1310,30177.378484220226,False,True
42101036600,2132,9197,431378.9868667917,514,24108.818011257037,5192,243527.20450281425,3491,163742.96435272045,False,True
42101036700,3121,11531,369464.91509131686,663,21243.1912848446,5988,191861.58282601731,4880,156360.14098045498,False,True
42101036901,0,2236,,97,,945,,1194,,True,False
42101036902,6034,9879,163722.24063639378,341,5651.309247596951,6338,105038.1173351011,3200,53032.81405369572,False,True
42101037200,4241,5854,138033.4826691818,392,9243.10304173544,2555,60245.225182739916,2907,68545.15444470644,False,True
42101037300,5632,4895,86914.0625,234,4154.829545454546,1941,34463.77840909091,2720,48295.454545454544,False,True
42101037500,3727,3489,93614.16689026027,266,7137.10759323853,1333,35766.03166085323,1890,50711.0276361685,False,True
42101037600,3293,14920,453082.295778925,1073,32584.26966292135,5411,164318.25083510476,8436,256179.77528089887,False,True
42101037700,5100,12119,237627.45098039217,1164,22823.529411764706,5673,111235.29411764705,5282,103568.62745098039,False,True
42101037800,2352,6653,282865.6462585034,442,18792.51700680272,3402,144642.85714285713,2809,119430.27210884354,False,True
42101037900,4696,15812,336712.09540034074,858,18270.868824531517,8726,185817.71720613286,6228,132623.50936967632,False,True
42101038000,2649,5244,197961.49490373727,496,18724.046810117026,1931,72895.43223858059,2817,106342.01585503964,False,True
42101038100,961,9114,948387.0967741936,902,93860.56191467222,2360,245577.5234131113,5852,608949.01144641,False,True
42101038200,3039,24575,808654.1625534716,2132,70154.65613688713,12597,414511.3524185588,9846,323988.15399802563,False,True
42101038301,2745,6345,231147.54098360657,640,23315.11839708561,1461,53224.043715846994,4244,154608.37887067394,False,True
42101038400,2393,3573,149310.48892603428,104,4346.009193480986,1978,82657.75177601338,1491,62306.72795653991,False,True
42101038500,1793,1080,60234.244283324035,32,1784.7183491355272,638,35582.82208588957,410,22866.70384829894,False,True
42101038600,1410,1274,90354.60992907801,25,1773.049645390071,778,55177.304964539006,471,33404.255319148935,False,True
42101038700,2742,3185,116156.09044493071,185,6746.90007293946,1535,55981.035740335516,1465,53428.15463165572,False,True
42101038800,3864,3467,89725.6728778468,167,4321.946169772257,1760,45548.65424430642,1540,39855.07246376811,False,True
42101038900,3634,7789,214336.818932306,783,21546.50522839846,2091,57539.900935608144,4915,135250.4127682994,False,True
42101039001,3915,7096,181251.5964240102,837,21379.310344827587,2030,51851.85185185185,4229,108020.43422733078,False,True
42101039002,4745,15009,316311.9072708114,1227,25858.798735511064,6524,137492.09694415174,7258,152961.0115911486,False,True
42101039100,3580,6415,179189.9441340782,850,23743.016759776536,1426,39832.40223463687,4139,115614.52513966481,False,True
42101980001,0,6051,,431,,3120,,2500,,True,False
42101980002,50,6248,12496000.0,539,1078000.0,2765,5530000.0,2944,5888000.0,True,False
42101980003,0,3391,,204,,871,,2316,,True,False
42101980100,45,3110,6911111.111111111,104,231111.1111111111,1957,4348888.888888889,1049,2331111.111111111,True,False
42101980200,396,2017,509343.43434343435,167,42171.71717171717,523,132070.70707070708,1327,335101.01010101015,False,True
42101980300,0,8732,,349,,5094,,3289,,True,False
42101980400,0,4226,,39,,2446,,1741,,True,False
42101980500,0,1813,,385,,424,,1004,,True,False
42101980600,0,5594,,355,,1656,,3583,,True,False
42101980701,0,1264,,83,,667,,514,,True,False
42101980702,0,12213,,445,,8743,,3025,,True,False
42101980800,0,1955,,234,,439,,1282,,True,False
42101980901,0,14607,,743,,7632,,6232,,True,False
42101980902,0,18,,0,,7,,11,,True,False
42101980903,0,261,,10,,86,,165,,True,False
42101980904,0,217,,10,,96,,111,,True,False
42101980905,0,30,,2,,16,,12,,True,False
42101980906,0,562,,38,,270,,254,,True,False
42101989100,1631,3576,219251.99264255058,590,36174.12630288167,269,16492.94911097486,2717,166584.91722869407,False,True
42101989200,0,442,,23,,186,,233,,True,False
42101989300,123,12256,9964227.642276423,949,771544.7154471545,2276,1850406.5040650407,9031,7342276.422764228,False,True
